6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B01M1AP8T1,4,1397433600
6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B01JAL1GM0,4,1397433600
6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B06WVPCGNP,3,1397433600
6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B07433T6BQ,3,1397433600
6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B01602Y8VI,1,1397433600
6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B01J99T74M,3,1397433600
6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B01DCFVK08,4,1397433600
6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B00VW3RYXA,1,1397433600
6bbea8f2-7248-4caf-9b8f-dec1f7d3ab91,B01DZJFWWS,3,1397433600
64367235-b9e3-4cbf-a6cc-9b619ff19ba3,B01DOT2KT2,1,1397433600
64367235-b9e3-4cbf-a6cc-9b619ff19ba3,B01ESEGA8Y,1,1397433600
64367235-b9e3-4cbf-a6cc-9b619ff19ba3,B01NCF8GHP,4,1397433600
64367235-b9e3-4cbf-a6cc-9b619ff19ba3,B01N4LE1ED,4,1397433600
64367235-b9e3-4cbf-a6cc-9b619ff19ba3,B01CDKJ4PQ,3,1397433600
64367235-b9e3-4cbf-a6cc-9b619ff19ba3,B074P5LN9Y,4,1397433600
64367235-b9e3-4cbf-a6cc-9b619ff19ba3,B00LUAWQHE,1,1397433600
d4bdd43b-fbfd-43d9-96e4-0dc0449ea12d,B06XF8JRVJ,2,1397433600
d4bdd43b-fbfd-43d9-96e4-0dc0449ea12d,B06Y1QGM1C,2,1397433600
d4bdd43b-fbfd-43d9-96e4-0dc0449ea12d,B00XMGJFBY,1,1397433600
b71cdde8-c0dc-4e08-8c91-14a5377d3b00,B01MAWN2IL,2,1397433600
b71cdde8-c0dc-4e08-8c91-14a5377d3b00,B07Q84DPZH,3,1397433600
b71cdde8-c0dc-4e08-8c91-14a5377d3b00,B01M365WNM,5,1397433600
b71cdde8-c0dc-4e08-8c91-14a5377d3b00,B07CB315Y7,4,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B01M0TINST,2,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B01C8KPSMO,5,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B00S8PANIS,5,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B06Y3N1DBF,1,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B01GC4H9J2,1,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B01J2QIH02,1,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B01CYI3H6Y,3,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B073S953X1,2,1397433600
853eff72-54af-4904-8ed8-2c720c3d039c,B01MFG817G,1,1397433600
54b46880-a6a9-4d30-92b3-e6691311a081,B00SU1S2Y2,3,1397433600
54b46880-a6a9-4d30-92b3-e6691311a081,B01IY8TDOS,2,1397433600
54b46880-a6a9-4d30-92b3-e6691311a081,B00KNWYPG0,1,1397433600
54b46880-a6a9-4d30-92b3-e6691311a081,B0747HDTQL,5,1397433600
54b46880-a6a9-4d30-92b3-e6691311a081,B015DG2UPS,4,1397433600
54b46880-a6a9-4d30-92b3-e6691311a081,B071XTFHC7,5,1397433600
54b46880-a6a9-4d30-92b3-e6691311a081,B06ZZTWGNQ,1,1397433600
54b46880-a6a9-4d30-92b3-e6691311a081,B0739BL6M4,3,1397433600
b4930cac-d229-4f70-a2d2-a8e3f63bef15,B01LXBV94W,1,1397433600
b4930cac-d229-4f70-a2d2-a8e3f63bef15,B06XJH7R1F,1,1397433600
b4930cac-d229-4f70-a2d2-a8e3f63bef15,B0745YXYKR,4,1397433600
b4930cac-d229-4f70-a2d2-a8e3f63bef15,B01N3720RE,1,1397433600
